Category,Quote,Author
literature,I awoke one morning to find myself famous.,George Gordon Byron
success,I awoke one morning to find myself famous.,George Gordon Byron
atheism,I have a great mind to believe in Christianity for the mere pleasure of fancying I may be damned.,George Gordon Byron
belief,I have a great mind to believe in Christianity for the mere pleasure of fancying I may be damned.,George Gordon Byron
christianity,I have a great mind to believe in Christianity for the mere pleasure of fancying I may be damned.,George Gordon Byron
humor,I have a great mind to believe in Christianity for the mere pleasure of fancying I may be damned.,George Gordon Byron
religious,I have a great mind to believe in Christianity for the mere pleasure of fancying I may be damned.,George Gordon Byron
classics,"I live not in myself, but I becomePortion of that around me: and to meHigh mountains are a feeling, but the humof human cities torture.",George Gordon Byron
epic-poetry,"I live not in myself, but I becomePortion of that around me: and to meHigh mountains are a feeling, but the humof human cities torture.",George Gordon Byron
poetry,"I live not in myself, but I becomePortion of that around me: and to meHigh mountains are a feeling, but the humof human cities torture.",George Gordon Byron
verse,"I live not in myself, but I becomePortion of that around me: and to meHigh mountains are a feeling, but the humof human cities torture.",George Gordon Byron
dogs,"I will keep no further journal of that same hesternal torch‐light ; and, to prevent me from returning, like a dog, to the vomit of memory, I tear out the remaining leaves of this volume...",George Gordon Byron
memory,"I will keep no further journal of that same hesternal torch‐light ; and, to prevent me from returning, like a dog, to the vomit of memory, I tear out the remaining leaves of this volume...",George Gordon Byron
regret,"I will keep no further journal of that same hesternal torch‐light ; and, to prevent me from returning, like a dog, to the vomit of memory, I tear out the remaining leaves of this volume...",George Gordon Byron
throwing-away,"I will keep no further journal of that same hesternal torch‐light ; and, to prevent me from returning, like a dog, to the vomit of memory, I tear out the remaining leaves of this volume...",George Gordon Byron
vomit,"I will keep no further journal of that same hesternal torch‐light ; and, to prevent me from returning, like a dog, to the vomit of memory, I tear out the remaining leaves of this volume...",George Gordon Byron
writing,"I will keep no further journal of that same hesternal torch‐light ; and, to prevent me from returning, like a dog, to the vomit of memory, I tear out the remaining leaves of this volume...",George Gordon Byron
writing,"If I do not write to empty my mind, I go mad.",George Gordon Byron
love,"In secret we met -In silence I grieve,That thy heart could forget,Thy spirit deceive.If I should meet theeAfter long years,How should I greet thee? -With silence and tears.",George Gordon Byron
life,"My heart in passion, and my head on rhymes.",George Gordon Byron
writing,"My heart in passion, and my head on rhymes.",George Gordon Byron
adoration,"She walks in beauty, like the nightOf cloudless climes and starry skies;And all that's best of dark and brightMeet in her aspect and her eyes...",George Gordon Byron
beauty,"She walks in beauty, like the nightOf cloudless climes and starry skies;And all that's best of dark and brightMeet in her aspect and her eyes...",George Gordon Byron
poetry,"She walks in beauty, like the nightOf cloudless climes and starry skies;And all that's best of dark and brightMeet in her aspect and her eyes...",George Gordon Byron
knowledge,"Sorrow is knowledge: they who know the most must mourn the deepest o’er the fatal truth, the Tree of Knowledge is not that of Life.",George Gordon Byron
sorrow,"Sorrow is knowledge: they who know the most must mourn the deepest o’er the fatal truth, the Tree of Knowledge is not that of Life.",George Gordon Byron
tree-of-knowledge,"Sorrow is knowledge: they who know the most must mourn the deepest o’er the fatal truth, the Tree of Knowledge is not that of Life.",George Gordon Byron
tree-of-life,"Sorrow is knowledge: they who know the most must mourn the deepest o’er the fatal truth, the Tree of Knowledge is not that of Life.",George Gordon Byron
truth,"Sorrow is knowledge: they who know the most must mourn the deepest o’er the fatal truth, the Tree of Knowledge is not that of Life.",George Gordon Byron
wisdom,"Sorrow is knowledge: they who know the most must mourn the deepest o’er the fatal truth, the Tree of Knowledge is not that of Life.",George Gordon Byron
astronomy,"The bright sun was extinguish'd, and the starsDid wander darkling in the eternal space.",George Gordon Byron
cosmology,"The bright sun was extinguish'd, and the starsDid wander darkling in the eternal space.",George Gordon Byron
eschatology,"The bright sun was extinguish'd, and the starsDid wander darkling in the eternal space.",George Gordon Byron
physics,"The bright sun was extinguish'd, and the starsDid wander darkling in the eternal space.",George Gordon Byron
science,"The bright sun was extinguish'd, and the starsDid wander darkling in the eternal space.",George Gordon Byron
stars,"The bright sun was extinguish'd, and the starsDid wander darkling in the eternal space.",George Gordon Byron
sun,"The bright sun was extinguish'd, and the starsDid wander darkling in the eternal space.",George Gordon Byron
life,"The great object of life is sensation- to feel that we exist, even though in pain.",George Gordon Byron
nature,"The stars are forth, the moon above the topsOf the snow-shining mountains.—Beautiful!I linger yet with Nature, for the nightHath been to me a more familiar faceThan that of man; and in her starry shadeOf dim and solitary loveliness,I learn'd the language of another world.",George Gordon Byron
night,"The stars are forth, the moon above the topsOf the snow-shining mountains.—Beautiful!I linger yet with Nature, for the nightHath been to me a more familiar faceThan that of man; and in her starry shadeOf dim and solitary loveliness,I learn'd the language of another world.",George Gordon Byron
poetry,"The stars are forth, the moon above the topsOf the snow-shining mountains.—Beautiful!I linger yet with Nature, for the nightHath been to me a more familiar faceThan that of man; and in her starry shadeOf dim and solitary loveliness,I learn'd the language of another world.",George Gordon Byron
nature,"There is a pleasure in the pathless woods,There is a rapture on the lonely shore,There is society, where none intrudes,By the deep sea, and music in its roar:I love not man the less, but Nature more.",George Gordon Byron
poetry,"There is a pleasure in the pathless woods,There is a rapture on the lonely shore,There is society, where none intrudes,By the deep sea, and music in its roar:I love not man the less, but Nature more.",George Gordon Byron
solitude,"There is a pleasure in the pathless woods,There is a rapture on the lonely shore,There is society, where none intrudes,By the deep sea, and music in its roar:I love not man the less, but Nature more.",George Gordon Byron
pagan,"There is something pagan in me that I cannot shake off. In short, I deny nothing, but doubt everything.",George Gordon Byron
religion,"There is something pagan in me that I cannot shake off. In short, I deny nothing, but doubt everything.",George Gordon Byron
death,They never fail who die in a great cause.,George Gordon Byron
sacrifice,They never fail who die in a great cause.,George Gordon Byron
bigotry,"Those who will not reason, are bigots, those who cannot, are fools, and those who dare not, are slaves.",George Gordon Byron
fools,"Those who will not reason, are bigots, those who cannot, are fools, and those who dare not, are slaves.",George Gordon Byron
freedom,"Those who will not reason, are bigots, those who cannot, are fools, and those who dare not, are slaves.",George Gordon Byron
life,"Those who will not reason, are bigots, those who cannot, are fools, and those who dare not, are slaves.",George Gordon Byron
reason,"Those who will not reason, are bigots, those who cannot, are fools, and those who dare not, are slaves.",George Gordon Byron
slavery,"Those who will not reason, are bigots, those who cannot, are fools, and those who dare not, are slaves.",George Gordon Byron
fiction,"Tis strange,-but true; for truth is always strange;Stranger than fiction: if it could be told,How much would novels gain by the exchange!How differently the world would men behold!",George Gordon Byron
on-fiction,"Tis strange,-but true; for truth is always strange;Stranger than fiction: if it could be told,How much would novels gain by the exchange!How differently the world would men behold!",George Gordon Byron
strange,"Tis strange,-but true; for truth is always strange;Stranger than fiction: if it could be told,How much would novels gain by the exchange!How differently the world would men behold!",George Gordon Byron
truth,"Tis strange,-but true; for truth is always strange;Stranger than fiction: if it could be told,How much would novels gain by the exchange!How differently the world would men behold!",George Gordon Byron
death,"We are all the fools of time and terror: DaysSteal on us and steal from us; yet we live,Loathing our life, and dreading still to die.",George Gordon Byron
fear,"We are all the fools of time and terror: DaysSteal on us and steal from us; yet we live,Loathing our life, and dreading still to die.",George Gordon Byron
life,"We are all the fools of time and terror: DaysSteal on us and steal from us; yet we live,Loathing our life, and dreading still to die.",George Gordon Byron
poetry,"We are all the fools of time and terror: DaysSteal on us and steal from us; yet we live,Loathing our life, and dreading still to die.",George Gordon Byron
time,"We are all the fools of time and terror: DaysSteal on us and steal from us; yet we live,Loathing our life, and dreading still to die.",George Gordon Byron
love,"What deep wounds ever closed without a scar?The hearts bleed longest, and heals but to wear That which disfigures it.",George Gordon Byron
pain,"What deep wounds ever closed without a scar?The hearts bleed longest, and heals but to wear That which disfigures it.",George Gordon Byron
wisdom,"What deep wounds ever closed without a scar?The hearts bleed longest, and heals but to wear That which disfigures it.",George Gordon Byron
poetry,"When the green woods laugh with the voice of joy, And the dimpling stream runs laughing by; When the air does laugh with our merry wit, And the green hill laughs with the noise of it.",George Gordon Byron
truth,"A writer inevitably - and less directly this applies to all the arts - about contemporary events, and his impulse is to tell what he believes to be truth. But no government, no big organisation, will pay for the truth.",George Orwell
advertising,"All the papers that matter live off their advertisements, and the advertisers exercise an indirect censorship over news.",George Orwell
censorship,"All the papers that matter live off their advertisements, and the advertisers exercise an indirect censorship over news.",George Orwell
george-orwell,"All the papers that matter live off their advertisements, and the advertisers exercise an indirect censorship over news.",George Orwell
ideas,"All the papers that matter live off their advertisements, and the advertisers exercise an indirect censorship over news.",George Orwell
media,"All the papers that matter live off their advertisements, and the advertisers exercise an indirect censorship over news.",George Orwell
news,"All the papers that matter live off their advertisements, and the advertisers exercise an indirect censorship over news.",George Orwell
truth,"All the papers that matter live off their advertisements, and the advertisers exercise an indirect censorship over news.",George Orwell
writing,"All writers are vain, selfish and lazy, and at the very bottom of their motives lies a mystery. Writing a book is a long, exhausting struggle, like a long bout of some painful illness. One would never undertake such a thing if one were not driven by some demon whom one can neither resist nor understand.",George Orwell
books,"And if our book consumption remains as low as it has been, at least let us admit that it is because reading is a less exciting pastime than going to the dogs, the pictures or the pub, and not because books, whether bought or borrowed, are too expensive.",George Orwell
reading-books,"And if our book consumption remains as low as it has been, at least let us admit that it is because reading is a less exciting pastime than going to the dogs, the pictures or the pub, and not because books, whether bought or borrowed, are too expensive.",George Orwell
age,"At 50, everyone has the face he deserves.",George Orwell
aging,"At 50, everyone has the face he deserves.",George Orwell
life,"At 50, everyone has the face he deserves.",George Orwell
individuality,"At present nothing is possible except to extend the area of sanity little by little. We cannot act collectively. We can only spread our knowledge outwards from individual to individual, generation after generation.",George Orwell
knowledge,"At present nothing is possible except to extend the area of sanity little by little. We cannot act collectively. We can only spread our knowledge outwards from individual to individual, generation after generation.",George Orwell
sanity,"At present nothing is possible except to extend the area of sanity little by little. We cannot act collectively. We can only spread our knowledge outwards from individual to individual, generation after generation.",George Orwell
truth,"Being in a minority, even in a minority of one, did not make you mad. There was truth and there was untruth, and if you clung to the truth even against the whole world, you were not mad.",George Orwell
faith,"But if there was hope, it lay in the proles. You had to cling on to that. When you put it in words it sounded reasonable: it was when you looked at the human beings passing you on the pavement that it became an act of faith.",George Orwell
hope,"But if there was hope, it lay in the proles. You had to cling on to that. When you put it in words it sounded reasonable: it was when you looked at the human beings passing you on the pavement that it became an act of faith.",George Orwell
humanity,"But if there was hope, it lay in the proles. You had to cling on to that. When you put it in words it sounded reasonable: it was when you looked at the human beings passing you on the pavement that it became an act of faith.",George Orwell
humor,"But if there was hope, it lay in the proles. You had to cling on to that. When you put it in words it sounded reasonable: it was when you looked at the human beings passing you on the pavement that it became an act of faith.",George Orwell
reality,"But if there was hope, it lay in the proles. You had to cling on to that. When you put it in words it sounded reasonable: it was when you looked at the human beings passing you on the pavement that it became an act of faith.",George Orwell
betrayal,Confession is not betrayal. What you say or do doesn't matter only feelings matter. If they could make me stop loving you-that would be the real betrayal.,George Orwell
confession,Confession is not betrayal. What you say or do doesn't matter only feelings matter. If they could make me stop loving you-that would be the real betrayal.,George Orwell
love,Confession is not betrayal. What you say or do doesn't matter only feelings matter. If they could make me stop loving you-that would be the real betrayal.,George Orwell
ethics,"For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable – what then?",George Orwell
logic,"For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable – what then?",George Orwell
metaphysics,"For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable – what then?",George Orwell
ontology,"For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable – what then?",George Orwell
philosophy,"For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable – what then?",George Orwell
psychology,"For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable – what then?",George Orwell
science,"For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable – what then?",George Orwell
writing,Good novel are written by people who are not frightened.,George Orwell
writing,"Good novels are not written by orthodoxy-sniffers, nor by people who are conscience-stricken about their own orthodoxy. Good novels are written by people who are not frightened.",George Orwell
writing,"Good prose should be transparent, like a window pane.",George Orwell
life,"Gordon eyed them with inert hatred. At this moment he hated all books, and novels most of all. Horrible to think of all that soggy, half-baked trash massed together in one place.",George Orwell
writing,"Gordon eyed them with inert hatred. At this moment he hated all books, and novels most of all. Horrible to think of all that soggy, half-baked trash massed together in one place.",George Orwell
poetry,"Has it ever occurred to you,' he said, 'that the whole history of English poetry has been de-termined by the fact that the English language lacks rhymes?",George Orwell
poetry,He drove his mind into the abyss where poetry is written.,George Orwell
writing,He drove his mind into the abyss where poetry is written.,George Orwell
truth,He was a lonely ghost uttering a truth that nobody would ever hear.,George Orwell
writing,"He was conscious of nothing except the blankness of the page in front of him, the itching of the skin above his ankle, the blaring of the music, and a slight booziness caused by the gin.",George Orwell
death,"I am afraid of death. You are young, so presumably you're more afraid of it than I am. Obviously we shall put if off as long as we can. But it makes very little difference. So long as human beings stay human, death and life are the same thing.",George Orwell
writers,I do not think one can assess a writer’s motives without knowing something of his early development. His subject matter will be determined by the age he lives in... but before he ever begins to write he will have acquired an emotional attitude from which he will never completely escape.,George Orwell
writing,I do not think one can assess a writer’s motives without knowing something of his early development. His subject matter will be determined by the age he lives in... but before he ever begins to write he will have acquired an emotional attitude from which he will never completely escape.,George Orwell
failure,"I do not wish to comment on the work; if it does not speak for itself, it is a failure.",George Orwell
writing,"I do not wish to comment on the work; if it does not speak for itself, it is a failure.",George Orwell
knowledge,"If one is to rule, and to continue ruling, one must be able to dislocate the sense of reality.",George Orwell
power,"If one is to rule, and to continue ruling, one must be able to dislocate the sense of reality.",George Orwell
reality,"If one is to rule, and to continue ruling, one must be able to dislocate the sense of reality.",George Orwell
writing,"If people cannot write well, they cannot think well, and if they cannot think well, others will do their thinking for them.",George Orwell
truth,In a time of deceit telling the truth is a revolutionary act.,George Orwell
goodness,"On the whole human beings want to be good, but not too good, and not quite all the time.",George Orwell
human-nature,"On the whole human beings want to be good, but not too good, and not quite all the time.",George Orwell
humour,"On the whole human beings want to be good, but not too good, and not quite all the time.",George Orwell
philosophy,"On the whole human beings want to be good, but not too good, and not quite all the time.",George Orwell
age,"One wants to live, of course, indeed one only stays alive by virtue of the fear of death, but I think, as I thought then, that it is better to die violently and not too old.",George Orwell
death,"One wants to live, of course, indeed one only stays alive by virtue of the fear of death, but I think, as I thought then, that it is better to die violently and not too old.",George Orwell
health,"One wants to live, of course, indeed one only stays alive by virtue of the fear of death, but I think, as I thought then, that it is better to die violently and not too old.",George Orwell
orwell,"One wants to live, of course, indeed one only stays alive by virtue of the fear of death, but I think, as I thought then, that it is better to die violently and not too old.",George Orwell
death,"Perhaps a man really dies when his brain stops, when he loses the power to take in a new idea.",George Orwell
wisdom,"Perhaps a man really dies when his brain stops, when he loses the power to take in a new idea.",George Orwell
truth,Perhaps one did not want to be loved so much as to be understood.,George Orwell
death,"So long as human beings stay human, death and life are the same thing.",George Orwell
life,"So long as human beings stay human, death and life are the same thing.",George Orwell
books,The best books... are those that tell you what you know already.,George Orwell
reading,The best books... are those that tell you what you know already.,George Orwell
humanity,The essence of being human is that one does not seek perfection.,George Orwell
truth,The essence of being human is that one does not seek perfection.,George Orwell
wisdom,The essence of being human is that one does not seek perfection.,George Orwell
absurdity,"The words kept coming back to him, statement of a mystical truth and a palpable absurdity.",George Orwell
mystical,"The words kept coming back to him, statement of a mystical truth and a palpable absurdity.",George Orwell
truth,"The words kept coming back to him, statement of a mystical truth and a palpable absurdity.",George Orwell
words,"The words kept coming back to him, statement of a mystical truth and a palpable absurdity.",George Orwell
books,"There are books that one reads over and over again, books that become part of the furniture of one’s mind and alter one’s whole attitude to life, books that one dips into but never reads through, books that one reads at a single sitting and forgets a week later.",George Orwell
life,"This work was strictly voluntary, but any animal who absented himself from it would have his rations reduced by half.",George Orwell
satire,"This work was strictly voluntary, but any animal who absented himself from it would have his rations reduced by half.",George Orwell
tyranny,"This work was strictly voluntary, but any animal who absented himself from it would have his rations reduced by half.",George Orwell
courage,To see what is in front of one’s nose needs a constant struggle.,George Orwell
truth,To see what is in front of one’s nose needs a constant struggle.,George Orwell
doublethink,"To the future or to the past, to a time when thought is free, when men are different from one another and do not live alone— to a time when truth exists and what is done cannot be undone: From the age of uniformity, from the age of solitude, from the age of Big Brother, from the age of doublethink — greetings!",George Orwell
freedom-of-thought,"To the future or to the past, to a time when thought is free, when men are different from one another and do not live alone— to a time when truth exists and what is done cannot be undone: From the age of uniformity, from the age of solitude, from the age of Big Brother, from the age of doublethink — greetings!",George Orwell
truth,"To the future or to the past, to a time when thought is free, when men are different from one another and do not live alone— to a time when truth exists and what is done cannot be undone: From the age of uniformity, from the age of solitude, from the age of Big Brother, from the age of doublethink — greetings!",George Orwell
freedom,War is peace. Freedom is slavery. Ignorance is strength.,George Orwell
ignorance,War is peace. Freedom is slavery. Ignorance is strength.,George Orwell
inspirational,War is peace. Freedom is slavery. Ignorance is strength.,George Orwell
war,War is peace. Freedom is slavery. Ignorance is strength.,George Orwell
duty,We have now sunk to a depth at which restatement of the obvious is the first duty of intelligent men.,George Orwell
intelligence,We have now sunk to a depth at which restatement of the obvious is the first duty of intelligent men.,George Orwell
philosophy,We have now sunk to a depth at which restatement of the obvious is the first duty of intelligent men.,George Orwell
progress,We have now sunk to a depth at which restatement of the obvious is the first duty of intelligent men.,George Orwell
truth,We have now sunk to a depth at which restatement of the obvious is the first duty of intelligent men.,George Orwell
inspirational,Who controls the past controls the future. Who controls the present controls the past.,George Orwell
life,"Windmill or no windmill, he said, life would go on as it had always gone on-that is, badly.",George Orwell
philosophy,"Windmill or no windmill, he said, life would go on as it had always gone on-that is, badly.",George Orwell
satire,"Windmill or no windmill, he said, life would go on as it had always gone on-that is, badly.",George Orwell
wisdom,"Windmill or no windmill, he said, life would go on as it had always gone on-that is, badly.",George Orwell
writing,"Writing a book is a horrible, exhausting struggle, like a long bout with some painful illness. One would never undertake such a thing if one were not driven on by some demon whom one can neither resist nor understand.",George Orwell
education,"A primary object should be the education of our youth in the science of government. In a republic, what species of knowledge can be equally important? And what duty more pressing than communicating it to those who are to be the future guardians of the liberties of the country?",George Washington
government,"A primary object should be the education of our youth in the science of government. In a republic, what species of knowledge can be equally important? And what duty more pressing than communicating it to those who are to be the future guardians of the liberties of the country?",George Washington
liberty,"A primary object should be the education of our youth in the science of government. In a republic, what species of knowledge can be equally important? And what duty more pressing than communicating it to those who are to be the future guardians of the liberties of the country?",George Washington
politics,"A primary object should be the education of our youth in the science of government. In a republic, what species of knowledge can be equally important? And what duty more pressing than communicating it to those who are to be the future guardians of the liberties of the country?",George Washington
youth,"A primary object should be the education of our youth in the science of government. In a republic, what species of knowledge can be equally important? And what duty more pressing than communicating it to those who are to be the future guardians of the liberties of the country?",George Washington
wisdom,Experience teaches us that it is much easier to prevent an enemy from posting themselves than it is to dislodge them after they have got possession.,George Washington
duty,Human happiness and moral duty are inseparably connected.,George Washington
happiness,Human happiness and moral duty are inseparably connected.,George Washington
honor,Human happiness and moral duty are inseparably connected.,George Washington
confession,It is better to offer no excuse than a bad one.,George Washington
excuses,It is better to offer no excuse than a bad one.,George Washington
honesty,It is better to offer no excuse than a bad one.,George Washington
lies,It is better to offer no excuse than a bad one.,George Washington
lying,It is better to offer no excuse than a bad one.,George Washington
truth,It is better to offer no excuse than a bad one.,George Washington
education,"Promote, then, as an object of primary importance, institutions for the general diffusion of knowledge. In proportion as the structure of a government gives force to public opinion, it is essential that public opinion should be enlightened.",George Washington
enlighten,"Promote, then, as an object of primary importance, institutions for the general diffusion of knowledge. In proportion as the structure of a government gives force to public opinion, it is essential that public opinion should be enlightened.",George Washington
importance,"Promote, then, as an object of primary importance, institutions for the general diffusion of knowledge. In proportion as the structure of a government gives force to public opinion, it is essential that public opinion should be enlightened.",George Washington
promote,"Promote, then, as an object of primary importance, institutions for the general diffusion of knowledge. In proportion as the structure of a government gives force to public opinion, it is essential that public opinion should be enlightened.",George Washington
christianity,"The government of the United States is not, in any sense, founded on the Christian religion.",George Washington
george-washington,"The government of the United States is not, in any sense, founded on the Christian religion.",George Washington
religion,"The government of the United States is not, in any sense, founded on the Christian religion.",George Washington
separation-of-church-and-state,"The government of the United States is not, in any sense, founded on the Christian religion.",George Washington
treaty-of-tripoli-1796,"The government of the United States is not, in any sense, founded on the Christian religion.",George Washington
happiness,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for.",George Washington
inspirational,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for.",George Washington
misattributed-to-chalmers,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for.",George Washington
misattributed-to-joseph-addison,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for.",George Washington
misattributed-to-kant,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for.",George Washington
misattributed-tom-bodett,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for.",George Washington
widely-misattributed,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for.",George Washington
literature,There is nothing which can better deserve our patronage than the promotion of science and literature. Knowledge is in every country the surest basis of public happiness.,George Washington
science,There is nothing which can better deserve our patronage than the promotion of science and literature. Knowledge is in every country the surest basis of public happiness.,George Washington
christian,"While we are zealously performing the duties of good citizens and soldiers, we certainly ought not to be inattentive to the higher duties of religion. To the distinguished character of Patriot, it should be our highest glory to add the more distinguished character of Christian.",George Washington
duty,"While we are zealously performing the duties of good citizens and soldiers, we certainly ought not to be inattentive to the higher duties of religion. To the distinguished character of Patriot, it should be our highest glory to add the more distinguished character of Christian.",George Washington
george-washington,"While we are zealously performing the duties of good citizens and soldiers, we certainly ought not to be inattentive to the higher duties of religion. To the distinguished character of Patriot, it should be our highest glory to add the more distinguished character of Christian.",George Washington
patriot,"While we are zealously performing the duties of good citizens and soldiers, we certainly ought not to be inattentive to the higher duties of religion. To the distinguished character of Patriot, it should be our highest glory to add the more distinguished character of Christian.",George Washington
religion,"While we are zealously performing the duties of good citizens and soldiers, we certainly ought not to be inattentive to the higher duties of religion. To the distinguished character of Patriot, it should be our highest glory to add the more distinguished character of Christian.",George Washington
knowledge,Everybody gets so much information all day long that they lose their common sense.,Gertrude Stein
wisdom,Everybody gets so much information all day long that they lose their common sense.,Gertrude Stein
romance,I certainly do care for you Jeff Campbell less than you are always thinking and much more than you are ever knowing.,Gertrude Stein
gertrude-stein,I love my love with a b because she is peculiar.,Gertrude Stein
love,I love my love with a b because she is peculiar.,Gertrude Stein
narration,I love my love with a b because she is peculiar.,Gertrude Stein
peculiar,I love my love with a b because she is peculiar.,Gertrude Stein
poetry,I love my love with a b because she is peculiar.,Gertrude Stein
life,"In the morning there is meaning, in the evening there is feeling.",Gertrude Stein
books,It is nice that nobody writes as they talk and that the printed language is different from the spoken otherwise you could not lose yourself in books and of course you do you completely do.,Gertrude Stein
reading,It is nice that nobody writes as they talk and that the printed language is different from the spoken otherwise you could not lose yourself in books and of course you do you completely do.,Gertrude Stein
creativity,It takes a heap of loafing to write a book.,Gertrude Stein
writing,It takes a heap of loafing to write a book.,Gertrude Stein
genius,"It takes a lot of time to be a genius. You have to sit around so much, doing nothing, really doing nothing.",Gertrude Stein
humor,"It takes a lot of time to be a genius. You have to sit around so much, doing nothing, really doing nothing.",Gertrude Stein
carpe-diem,You look ridiculous if you danceYou look ridiculous if you don't danceSo you might as welldance.,Gertrude Stein
dancing,You look ridiculous if you danceYou look ridiculous if you don't danceSo you might as welldance.,Gertrude Stein
life,You look ridiculous if you danceYou look ridiculous if you don't danceSo you might as welldance.,Gertrude Stein
anarchy,A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.,Gilles Deleuze
freedom,A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.,Gilles Deleuze
inspirational,A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.,Gilles Deleuze
lateral-thinking,A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.,Gilles Deleuze
philosophy,A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.,Gilles Deleuze
rationalism,A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.,Gilles Deleuze
art,Bring something incomprehensible into the world!,Gilles Deleuze
individuality,Bring something incomprehensible into the world!,Gilles Deleuze
inspirational,Bring something incomprehensible into the world!,Gilles Deleuze
life,Bring something incomprehensible into the world!,Gilles Deleuze
new,Bring something incomprehensible into the world!,Gilles Deleuze
otherness,Bring something incomprehensible into the world!,Gilles Deleuze
dream,"If you're trapped in the dream of the Other, you're fucked.",Gilles Deleuze
fucked-up,"If you're trapped in the dream of the Other, you're fucked.",Gilles Deleuze
funny,"If you're trapped in the dream of the Other, you're fucked.",Gilles Deleuze
humor,"If you're trapped in the dream of the Other, you're fucked.",Gilles Deleuze
other,"If you're trapped in the dream of the Other, you're fucked.",Gilles Deleuze
philosophy,"If you're trapped in the dream of the Other, you're fucked.",Gilles Deleuze
relationships,"If you're trapped in the dream of the Other, you're fucked.",Gilles Deleuze
freud,"In truth, Freud sees nothing and understands nothing.",Gilles Deleuze
humor,"In truth, Freud sees nothing and understands nothing.",Gilles Deleuze
philosophy,"In truth, Freud sees nothing and understands nothing.",Gilles Deleuze
psycoanalysis,"In truth, Freud sees nothing and understands nothing.",Gilles Deleuze
philosophy,The shame of being a man - is there any better reason to write?,Gilles Deleuze
writing,The shame of being a man - is there any better reason to write?,Gilles Deleuze
maps,"Writing has nothing to do with meaning. It has to do with landsurveying and cartography, including the mapping of countries yet to come.",Gilles Deleuze
power-of-words,"Writing has nothing to do with meaning. It has to do with landsurveying and cartography, including the mapping of countries yet to come.",Gilles Deleuze
writing,"Writing has nothing to do with meaning. It has to do with landsurveying and cartography, including the mapping of countries yet to come.",Gilles Deleuze
bacteria,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
company,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
devil,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
enemies,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
flies,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
friends,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
loneliness,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
multiplicity,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
particles,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
relationships,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
solitude,You never walk alone. Even the devil is the lord of flies.,Gilles Deleuze
books,"Altogether, if I had to pick one place to hang out anywhere, from New York to Cape Town and Australia to Hong Kong, a bookstore would be it.",Gloria Steinem
reading,"Altogether, if I had to pick one place to hang out anywhere, from New York to Cape Town and Australia to Hong Kong, a bookstore would be it.",Gloria Steinem
action,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
change,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
college,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
education,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
feminism,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
school,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
self-esteem,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
